transaction_id,account_number,transaction_type,amount,transaction_date,transaction_timestamp,channel,merchant,transaction_city,transaction_state,status,is_fraudulent,processing_fee,created_timestamp
TXN_00000013,ACC_271779360,INTEREST,42.5,2025-07-17,2025-07-17 23:08:30,BRANCH,,Houston,AZ,PENDING,False,0.88,2025-07-25 23:08:30
TXN_00000014,ACC_694021782,DEPOSIT,3433.39,2025-07-11,2025-07-11 23:08:30,PHONE,,Chicago,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000015,ACC_566825638,WITHDRAWAL,-277.68,2025-06-22,2025-06-22 23:08:30,PHONE,Target,Phoenix,NY,COMPLETED,False,2.13,2025-07-25 23:08:30
TXN_00000016,ACC_264109919,TRANSFER,1050.04,2025-05-17,2025-05-17 23:08:30,PHONE,,New York,AZ,COMPLETED,False,0.07,2025-07-25 23:08:30
TXN_00000017,ACC_489747629,TRANSFER,-1042.19,2025-06-25,2025-06-25 23:08:30,PHONE,,New York,NY,PENDING,True,3.42,2025-07-25 23:08:30
TXN_00000018,ACC_671988889,WITHDRAWAL,-437.09,2025-05-26,2025-05-26 23:08:30,PHONE,Target,Chicago,AZ,FAILED,False,3.38,2025-07-25 23:08:30
TXN_00000019,ACC_679064766,INTEREST,69.14,2025-06-16,2025-06-16 23:08:30,BRANCH,,Chicago,TX,FAILED,False,0.42,2025-07-25 23:08:30
TXN_00000020,ACC_341266931,DEPOSIT,1756.62,2025-05-11,2025-05-11 23:08:30,PHONE,,Los Angeles,AZ,COMPLETED,True,0.0,2025-07-25 23:08:30
TXN_00000021,ACC_176228245,INTEREST,63.29,2025-06-26,2025-06-26 23:08:30,ATM,,New York,IL,COMPLETED,False,0.83,2025-07-25 23:08:30
TXN_00000022,ACC_818309417,PAYMENT,-786.83,2025-07-09,2025-07-09 23:08:30,PHONE,Apple,Houston,CA,PENDING,False,0.67,2025-07-25 23:08:30
TXN_00000023,ACC_204078666,INTEREST,43.39,2025-06-01,2025-06-01 23:08:30,BRANCH,,Houston,NY,COMPLETED,True,1.41,2025-07-25 23:08:30
TXN_00000024,ACC_464323393,DEPOSIT,1318.42,2025-07-01,2025-07-01 23:08:30,PHONE,,Houston,CA,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000025,ACC_399085574,PAYMENT,-751.44,2025-07-16,2025-07-16 23:08:30,BRANCH,Spotify,New York,NY,FAILED,True,3.39,2025-07-25 23:08:30
TXN_00000026,ACC_909134796,WITHDRAWAL,-418.51,2025-05-24,2025-05-24 23:08:30,BRANCH,Starbucks,Houston,NY,COMPLETED,False,0.01,2025-07-25 23:08:30
TXN_00000027,ACC_519212169,TRANSFER,1706.07,2025-05-28,2025-05-28 23:08:30,MOBILE,,Houston,AZ,PENDING,False,0.66,2025-07-25 23:08:30
TXN_00000028,ACC_333754555,DEPOSIT,2937.98,2025-05-17,2025-05-17 23:08:30,ATM,,Chicago,NY,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000029,ACC_611947770,FEE,-6.33,2025-05-19,2025-05-19 23:08:30,ONLINE,,New York,AZ,COMPLETED,False,0.24,2025-07-25 23:08:30
TXN_00000030,ACC_172972420,INTEREST,86.25,2025-06-04,2025-06-04 23:08:30,ATM,,Phoenix,CA,FAILED,False,0.14,2025-07-25 23:08:30
TXN_00000031,ACC_188029013,PAYMENT,-345.91,2025-05-14,2025-05-14 23:08:30,PHONE,McDonald's,Chicago,CA,COMPLETED,False,0.93,2025-07-25 23:08:30
TXN_00000032,ACC_240529481,INTEREST,64.73,2025-05-28,2025-05-28 23:08:30,MOBILE,,New York,NY,PENDING,False,3.49,2025-07-25 23:08:30
TXN_00000033,ACC_207354053,DEPOSIT,2734.41,2025-05-22,2025-05-22 23:08:30,MOBILE,,Los Angeles,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000034,ACC_496776692,TRANSFER,-1369.01,2025-05-17,2025-05-17 23:08:30,MOBILE,,Phoenix,AZ,COMPLETED,False,1.05,2025-07-25 23:08:30
TXN_00000035,ACC_812308209,DEPOSIT,4700.76,2025-07-08,2025-07-08 23:08:30,MOBILE,,New York,NY,FAILED,False,0.0,2025-07-25 23:08:30
TXN_00000036,ACC_392431670,TRANSFER,419.32,2025-06-12,2025-06-12 23:08:30,ONLINE,,Chicago,AZ,PENDING,False,3.17,2025-07-25 23:08:30
TXN_00000037,ACC_154544899,DEPOSIT,3207.99,2025-06-20,2025-06-20 23:08:30,ATM,,New York,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000038,ACC_273497327,INTEREST,44.46,2025-04-26,2025-04-26 23:08:30,BRANCH,,Phoenix,NY,COMPLETED,True,3.31,2025-07-25 23:08:30
TXN_00000039,ACC_841976666,WITHDRAWAL,-232.66,2025-06-08,2025-06-08 23:08:30,PHONE,Spotify,Los Angeles,TX,COMPLETED,True,1.08,2025-07-25 23:08:30
TXN_00000040,ACC_954829815,DEPOSIT,4504.73,2025-06-29,2025-06-29 23:08:30,ONLINE,,New York,IL,FAILED,False,0.0,2025-07-25 23:08:30
TXN_00000041,ACC_766430218,INTEREST,15.88,2025-06-25,2025-06-25 23:08:30,ONLINE,,Los Angeles,TX,COMPLETED,False,2.58,2025-07-25 23:08:30
TXN_00000042,ACC_456681425,PAYMENT,-201.78,2025-06-24,2025-06-24 23:08:30,MOBILE,Target,New York,TX,COMPLETED,False,0.78,2025-07-25 23:08:30
TXN_00000043,ACC_976803188,PAYMENT,-652.09,2025-06-26,2025-06-26 23:08:30,ONLINE,Amazon,Los Angeles,TX,COMPLETED,False,3.03,2025-07-25 23:08:30
TXN_00000044,ACC_930353157,TRANSFER,-595.42,2025-05-21,2025-05-21 23:08:30,BRANCH,,Phoenix,IL,COMPLETED,True,3.07,2025-07-25 23:08:30
TXN_00000045,ACC_380477683,WITHDRAWAL,-215.51,2025-06-22,2025-06-22 23:08:30,ATM,Walmart,Phoenix,TX,COMPLETED,False,1.53,2025-07-25 23:08:30
TXN_00000046,ACC_649136331,DEPOSIT,1987.46,2025-05-13,2025-05-13 23:08:30,ONLINE,,Chicago,NY,PENDING,True,0.0,2025-07-25 23:08:30
TXN_00000047,ACC_658260221,FEE,-17.37,2025-05-01,2025-05-01 23:08:30,ONLINE,,Chicago,TX,COMPLETED,False,2.18,2025-07-25 23:08:30
TXN_00000048,ACC_812306873,DEPOSIT,3626.8,2025-06-17,2025-06-17 23:08:30,PHONE,,Chicago,TX,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000049,ACC_848621833,TRANSFER,217.65,2025-07-01,2025-07-01 23:08:30,BRANCH,,Houston,CA,FAILED,False,1.05,2025-07-25 23:08:30
TXN_00000050,ACC_688343096,DEPOSIT,1588.99,2025-06-29,2025-06-29 23:08:30,BRANCH,,Phoenix,AZ,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000051,ACC_574364121,PAYMENT,-327.75,2025-05-21,2025-05-21 23:08:30,BRANCH,Target,New York,IL,FAILED,False,1.17,2025-07-25 23:08:30
TXN_00000052,ACC_978775497,WITHDRAWAL,-170.33,2025-06-27,2025-06-27 23:08:30,ONLINE,Target,New York,NY,COMPLETED,False,2.14,2025-07-25 23:08:30
TXN_00000053,ACC_925159146,DEPOSIT,2331.54,2025-05-06,2025-05-06 23:08:30,PHONE,,Los Angeles,TX,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000054,ACC_361976301,WITHDRAWAL,-178.53,2025-07-25,2025-07-25 23:08:30,ATM,Uber,Los Angeles,CA,FAILED,False,0.18,2025-07-25 23:08:30
TXN_00000055,ACC_367574609,DEPOSIT,2336.66,2025-05-27,2025-05-27 23:08:30,PHONE,,Phoenix,AZ,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000056,ACC_757830420,INTEREST,89.26,2025-06-01,2025-06-01 23:08:30,PHONE,,Houston,CA,PENDING,False,0.91,2025-07-25 23:08:30
TXN_00000057,ACC_365471644,INTEREST,28.09,2025-05-20,2025-05-20 23:08:30,BRANCH,,Los Angeles,IL,PENDING,True,2.5,2025-07-25 23:08:30
TXN_00000058,ACC_351785565,TRANSFER,-656.61,2025-05-17,2025-05-17 23:08:30,ATM,,Los Angeles,CA,COMPLETED,False,2.43,2025-07-25 23:08:30
TXN_00000059,ACC_858511779,WITHDRAWAL,-468.53,2025-06-03,2025-06-03 23:08:30,MOBILE,Spotify,Houston,TX,COMPLETED,False,2.92,2025-07-25 23:08:30
TXN_00000060,ACC_518197538,FEE,-5.06,2025-07-23,2025-07-23 23:08:30,PHONE,,Houston,TX,COMPLETED,False,1.05,2025-07-25 23:08:30
TXN_00000061,ACC_518744974,PAYMENT,-464.47,2025-05-17,2025-05-17 23:08:30,PHONE,Starbucks,Houston,CA,COMPLETED,False,1.7,2025-07-25 23:08:30
TXN_00000062,ACC_517532243,TRANSFER,675.49,2025-06-04,2025-06-04 23:08:30,ONLINE,,Houston,CA,FAILED,False,0.09,2025-07-25 23:08:30
TXN_00000063,ACC_523076025,FEE,-23.19,2025-07-22,2025-07-22 23:08:30,ATM,,Houston,CA,PENDING,False,0.18,2025-07-25 23:08:30
TXN_00000064,ACC_507059676,TRANSFER,-1153.36,2025-06-14,2025-06-14 23:08:30,MOBILE,,Houston,IL,PENDING,False,2.92,2025-07-25 23:08:30
TXN_00000065,ACC_604988121,DEPOSIT,3770.22,2025-07-19,2025-07-19 23:08:30,MOBILE,,Los Angeles,NY,COMPLETED,True,0.0,2025-07-25 23:08:30
TXN_00000066,ACC_365518424,WITHDRAWAL,-88.78,2025-05-07,2025-05-07 23:08:30,ONLINE,Starbucks,Los Angeles,TX,COMPLETED,False,3.32,2025-07-25 23:08:30
TXN_00000067,ACC_599326438,INTEREST,26.0,2025-06-08,2025-06-08 23:08:30,ONLINE,,Phoenix,AZ,COMPLETED,False,3.38,2025-07-25 23:08:30
TXN_00000068,ACC_216070149,FEE,-48.78,2025-06-16,2025-06-16 23:08:30,PHONE,,Houston,TX,COMPLETED,True,2.07,2025-07-25 23:08:30
TXN_00000069,ACC_991819497,INTEREST,24.66,2025-04-27,2025-04-27 23:08:30,MOBILE,,Phoenix,NY,FAILED,True,1.22,2025-07-25 23:08:30
TXN_00000070,ACC_559967386,INTEREST,37.37,2025-05-22,2025-05-22 23:08:30,MOBILE,,New York,TX,PENDING,True,1.52,2025-07-25 23:08:30
TXN_00000071,ACC_488896443,INTEREST,89.21,2025-05-28,2025-05-28 23:08:30,ONLINE,,Houston,CA,FAILED,False,2.16,2025-07-25 23:08:30
TXN_00000072,ACC_677858758,PAYMENT,-537.45,2025-05-11,2025-05-11 23:08:30,MOBILE,McDonald's,Los Angeles,NY,COMPLETED,False,0.85,2025-07-25 23:08:30
TXN_00000073,ACC_598976917,FEE,-21.01,2025-06-07,2025-06-07 23:08:30,MOBILE,,New York,TX,COMPLETED,False,1.71,2025-07-25 23:08:30
TXN_00000074,ACC_480990401,TRANSFER,-638.64,2025-05-10,2025-05-10 23:08:30,MOBILE,,Phoenix,NY,FAILED,False,0.3,2025-07-25 23:08:30
TXN_00000075,ACC_873174285,PAYMENT,-513.87,2025-06-25,2025-06-25 23:08:30,BRANCH,Netflix,Houston,NY,COMPLETED,False,0.78,2025-07-25 23:08:30
TXN_00000076,ACC_842800803,WITHDRAWAL,-349.96,2025-05-12,2025-05-12 23:08:30,MOBILE,Netflix,Phoenix,AZ,COMPLETED,False,3.49,2025-07-25 23:08:30
TXN_00000077,ACC_690975123,TRANSFER,-592.76,2025-05-28,2025-05-28 23:08:30,MOBILE,,Chicago,IL,COMPLETED,True,2.52,2025-07-25 23:08:30
TXN_00000078,ACC_438817025,DEPOSIT,3740.12,2025-04-28,2025-04-28 23:08:30,ONLINE,,Los Angeles,CA,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000079,ACC_878017216,FEE,-3.61,2025-05-19,2025-05-19 23:08:30,PHONE,,Chicago,NY,COMPLETED,False,0.8,2025-07-25 23:08:30
TXN_00000080,ACC_292673892,TRANSFER,-1943.41,2025-05-18,2025-05-18 23:08:30,ONLINE,,Chicago,NY,COMPLETED,False,1.02,2025-07-25 23:08:30
TXN_00000081,ACC_235591568,INTEREST,86.91,2025-05-24,2025-05-24 23:08:30,ATM,,New York,AZ,COMPLETED,False,1.68,2025-07-25 23:08:30
TXN_00000082,ACC_465830215,WITHDRAWAL,-26.91,2025-06-23,2025-06-23 23:08:30,BRANCH,Walmart,New York,TX,PENDING,True,2.02,2025-07-25 23:08:30
TXN_00000083,ACC_837071174,DEPOSIT,843.46,2025-05-14,2025-05-14 23:08:30,MOBILE,,New York,CA,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000084,ACC_920814900,PAYMENT,-396.71,2025-05-07,2025-05-07 23:08:30,ONLINE,Spotify,Houston,TX,PENDING,False,3.01,2025-07-25 23:08:30
TXN_00000085,ACC_560452529,TRANSFER,274.52,2025-07-18,2025-07-18 23:08:30,PHONE,,New York,CA,COMPLETED,False,2.31,2025-07-25 23:08:30
TXN_00000086,ACC_268638768,WITHDRAWAL,-414.83,2025-07-16,2025-07-16 23:08:30,ONLINE,Amazon,Houston,TX,FAILED,False,1.02,2025-07-25 23:08:30
TXN_00000087,ACC_348545713,TRANSFER,827.82,2025-04-27,2025-04-27 23:08:30,BRANCH,,New York,CA,COMPLETED,False,2.31,2025-07-25 23:08:30
TXN_00000088,ACC_312406764,PAYMENT,-885.8,2025-06-27,2025-06-27 23:08:30,ONLINE,Shell,Los Angeles,NY,COMPLETED,False,2.77,2025-07-25 23:08:30
TXN_00000089,ACC_738923667,INTEREST,82.51,2025-06-19,2025-06-19 23:08:30,BRANCH,,New York,TX,COMPLETED,False,3.3,2025-07-25 23:08:30
TXN_00000090,ACC_637377910,FEE,-26.54,2025-07-15,2025-07-15 23:08:30,PHONE,,New York,TX,COMPLETED,False,0.88,2025-07-25 23:08:30
TXN_00000091,ACC_198061499,WITHDRAWAL,-28.66,2025-05-13,2025-05-13 23:08:30,PHONE,Amazon,Chicago,AZ,COMPLETED,False,1.65,2025-07-25 23:08:30
TXN_00000092,ACC_799552991,PAYMENT,-88.51,2025-07-02,2025-07-02 23:08:30,PHONE,Uber,Houston,NY,PENDING,False,1.43,2025-07-25 23:08:30
TXN_00000093,ACC_444733679,INTEREST,10.91,2025-07-05,2025-07-05 23:08:30,MOBILE,,Houston,TX,COMPLETED,False,2.85,2025-07-25 23:08:30
TXN_00000094,ACC_690661740,DEPOSIT,2328.65,2025-06-15,2025-06-15 23:08:30,MOBILE,,Chicago,NY,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000095,ACC_985758835,DEPOSIT,3322.54,2025-05-17,2025-05-17 23:08:30,BRANCH,,Houston,NY,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000096,ACC_488457631,FEE,-14.07,2025-05-06,2025-05-06 23:08:30,BRANCH,,New York,CA,COMPLETED,False,0.46,2025-07-25 23:08:30
TXN_00000097,ACC_409268943,PAYMENT,-123.56,2025-05-24,2025-05-24 23:08:30,ATM,Amazon,Phoenix,CA,COMPLETED,False,1.93,2025-07-25 23:08:30
TXN_00000098,ACC_692975437,PAYMENT,-907.26,2025-07-11,2025-07-11 23:08:30,BRANCH,Walmart,Los Angeles,TX,COMPLETED,False,2.47,2025-07-25 23:08:30
TXN_00000099,ACC_546129354,PAYMENT,-24.66,2025-06-24,2025-06-24 23:08:30,BRANCH,Spotify,Los Angeles,TX,COMPLETED,False,1.78,2025-07-25 23:08:30
TXN_00000100,ACC_246574716,DEPOSIT,1453.61,2025-06-02,2025-06-02 23:08:30,MOBILE,,Phoenix,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000101,ACC_879591310,TRANSFER,1349.9,2025-05-12,2025-05-12 23:08:30,BRANCH,,Los Angeles,TX,FAILED,False,1.21,2025-07-25 23:08:30
TXN_00000102,ACC_692616814,FEE,-32.08,2025-06-14,2025-06-14 23:08:30,ONLINE,,Los Angeles,AZ,PENDING,False,3.0,2025-07-25 23:08:30
TXN_00000103,ACC_541066404,DEPOSIT,1659.06,2025-05-26,2025-05-26 23:08:30,BRANCH,,Houston,CA,PENDING,True,0.0,2025-07-25 23:08:30
TXN_00000104,ACC_235555899,FEE,-4.15,2025-06-13,2025-06-13 23:08:30,ATM,,Houston,NY,FAILED,False,0.05,2025-07-25 23:08:30
TXN_00000105,ACC_254785699,PAYMENT,-133.42,2025-07-06,2025-07-06 23:08:30,ATM,Netflix,Chicago,IL,FAILED,False,2.27,2025-07-25 23:08:30
TXN_00000106,ACC_452794611,INTEREST,86.0,2025-06-07,2025-06-07 23:08:30,MOBILE,,Houston,AZ,COMPLETED,False,0.24,2025-07-25 23:08:30
TXN_00000107,ACC_777703980,INTEREST,92.13,2025-06-26,2025-06-26 23:08:30,ATM,,Houston,NY,COMPLETED,False,0.58,2025-07-25 23:08:30
TXN_00000108,ACC_421549249,DEPOSIT,325.36,2025-07-18,2025-07-18 23:08:30,MOBILE,,Chicago,IL,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000109,ACC_362204999,FEE,-30.43,2025-04-29,2025-04-29 23:08:30,ONLINE,,Los Angeles,CA,COMPLETED,False,3.05,2025-07-25 23:08:30
TXN_00000110,ACC_765408938,INTEREST,24.46,2025-05-12,2025-05-12 23:08:30,ONLINE,,Los Angeles,TX,COMPLETED,False,0.89,2025-07-25 23:08:30
TXN_00000111,ACC_110090412,PAYMENT,-103.3,2025-04-30,2025-04-30 23:08:30,PHONE,Target,New York,TX,COMPLETED,False,1.05,2025-07-25 23:08:30
TXN_00000112,ACC_555598254,INTEREST,25.38,2025-06-17,2025-06-17 23:08:30,ONLINE,,Houston,TX,COMPLETED,False,1.33,2025-07-25 23:08:30
TXN_00000113,ACC_485429460,FEE,-35.95,2025-04-27,2025-04-27 23:08:30,MOBILE,,New York,TX,COMPLETED,True,1.98,2025-07-25 23:08:30
TXN_00000114,ACC_836371599,INTEREST,97.37,2025-05-09,2025-05-09 23:08:30,BRANCH,,Chicago,CA,FAILED,False,0.77,2025-07-25 23:08:30
TXN_00000115,ACC_304152670,FEE,-38.1,2025-05-02,2025-05-02 23:08:30,ONLINE,,New York,NY,COMPLETED,False,0.12,2025-07-25 23:08:30
TXN_00000116,ACC_491766764,INTEREST,13.58,2025-06-18,2025-06-18 23:08:30,MOBILE,,Houston,CA,COMPLETED,False,2.75,2025-07-25 23:08:30
TXN_00000117,ACC_492836532,FEE,-26.16,2025-06-21,2025-06-21 23:08:30,ONLINE,,Chicago,TX,COMPLETED,False,2.81,2025-07-25 23:08:30
TXN_00000118,ACC_602866993,DEPOSIT,789.71,2025-06-27,2025-06-27 23:08:30,BRANCH,,Phoenix,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000119,ACC_114945047,TRANSFER,146.29,2025-05-28,2025-05-28 23:08:30,MOBILE,,Chicago,AZ,PENDING,False,0.38,2025-07-25 23:08:30
TXN_00000120,ACC_351064359,PAYMENT,-975.1,2025-05-15,2025-05-15 23:08:30,MOBILE,Apple,Los Angeles,NY,PENDING,False,2.27,2025-07-25 23:08:30
TXN_00000121,ACC_225279834,WITHDRAWAL,-477.78,2025-07-21,2025-07-21 23:08:30,MOBILE,Netflix,New York,NY,COMPLETED,False,0.47,2025-07-25 23:08:30
TXN_00000122,ACC_587096273,TRANSFER,681.94,2025-04-27,2025-04-27 23:08:30,PHONE,,Houston,AZ,COMPLETED,False,2.29,2025-07-25 23:08:30
TXN_00000123,ACC_995171130,PAYMENT,-387.43,2025-06-20,2025-06-20 23:08:30,ATM,McDonald's,Los Angeles,TX,PENDING,False,2.99,2025-07-25 23:08:30
TXN_00000124,ACC_206681214,INTEREST,37.05,2025-05-04,2025-05-04 23:08:30,MOBILE,,New York,TX,COMPLETED,False,3.39,2025-07-25 23:08:30
TXN_00000125,ACC_984968439,PAYMENT,-908.78,2025-06-28,2025-06-28 23:08:30,PHONE,Amazon,New York,IL,COMPLETED,False,2.75,2025-07-25 23:08:30
TXN_00000126,ACC_320337809,DEPOSIT,4166.11,2025-05-16,2025-05-16 23:08:30,ONLINE,,Phoenix,CA,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000127,ACC_931471931,WITHDRAWAL,-113.56,2025-05-10,2025-05-10 23:08:30,ATM,Shell,Los Angeles,CA,FAILED,False,2.79,2025-07-25 23:08:30
TXN_00000128,ACC_218032515,INTEREST,86.71,2025-07-09,2025-07-09 23:08:30,ATM,,Chicago,CA,FAILED,False,0.06,2025-07-25 23:08:30
TXN_00000129,ACC_384936197,DEPOSIT,721.12,2025-06-02,2025-06-02 23:08:30,PHONE,,New York,NY,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000130,ACC_935389432,TRANSFER,52.95,2025-07-12,2025-07-12 23:08:30,BRANCH,,Phoenix,CA,FAILED,True,2.55,2025-07-25 23:08:30
TXN_00000131,ACC_807491789,FEE,-35.67,2025-05-04,2025-05-04 23:08:30,ATM,,New York,TX,PENDING,False,2.4,2025-07-25 23:08:30
TXN_00000132,ACC_626422169,INTEREST,91.02,2025-07-16,2025-07-16 23:08:30,ATM,,Chicago,AZ,COMPLETED,True,0.44,2025-07-25 23:08:30
TXN_00000133,ACC_770355806,INTEREST,58.74,2025-06-14,2025-06-14 23:08:30,BRANCH,,Phoenix,AZ,COMPLETED,False,1.77,2025-07-25 23:08:30
TXN_00000134,ACC_561923010,DEPOSIT,3986.17,2025-07-11,2025-07-11 23:08:30,PHONE,,Los Angeles,TX,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000135,ACC_544328940,TRANSFER,1309.68,2025-06-04,2025-06-04 23:08:30,BRANCH,,New York,IL,PENDING,False,2.33,2025-07-25 23:08:30
TXN_00000136,ACC_501902658,WITHDRAWAL,-163.46,2025-05-26,2025-05-26 23:08:30,ATM,Walmart,New York,NY,PENDING,True,2.61,2025-07-25 23:08:30
TXN_00000137,ACC_500126515,WITHDRAWAL,-227.38,2025-05-11,2025-05-11 23:08:30,PHONE,Spotify,Chicago,NY,PENDING,False,3.06,2025-07-25 23:08:30
TXN_00000138,ACC_905611583,PAYMENT,-136.25,2025-07-19,2025-07-19 23:08:30,MOBILE,Apple,Chicago,IL,COMPLETED,False,1.78,2025-07-25 23:08:30
TXN_00000139,ACC_266140258,INTEREST,48.48,2025-07-12,2025-07-12 23:08:30,MOBILE,,Phoenix,IL,COMPLETED,False,2.01,2025-07-25 23:08:30
TXN_00000140,ACC_966747347,PAYMENT,-159.07,2025-05-07,2025-05-07 23:08:30,PHONE,Spotify,New York,AZ,COMPLETED,True,0.63,2025-07-25 23:08:30
TXN_00000141,ACC_854517058,TRANSFER,1686.15,2025-06-11,2025-06-11 23:08:30,ATM,,Los Angeles,CA,FAILED,False,0.24,2025-07-25 23:08:30
TXN_00000142,ACC_895609471,INTEREST,97.2,2025-07-14,2025-07-14 23:08:30,PHONE,,Los Angeles,TX,PENDING,False,1.19,2025-07-25 23:08:30
TXN_00000143,ACC_497341481,TRANSFER,886.38,2025-05-14,2025-05-14 23:08:30,PHONE,,New York,NY,COMPLETED,False,2.64,2025-07-25 23:08:30
TXN_00000144,ACC_153432064,INTEREST,8.62,2025-05-30,2025-05-30 23:08:30,BRANCH,,Houston,AZ,PENDING,False,0.96,2025-07-25 23:08:30
TXN_00000145,ACC_910614025,FEE,-44.59,2025-05-31,2025-05-31 23:08:30,ATM,,Chicago,AZ,PENDING,False,2.33,2025-07-25 23:08:30
TXN_00000146,ACC_148766522,WITHDRAWAL,-306.32,2025-05-10,2025-05-10 23:08:30,ATM,Amazon,Los Angeles,IL,COMPLETED,False,2.67,2025-07-25 23:08:30
TXN_00000147,ACC_410791488,TRANSFER,-1520.06,2025-05-23,2025-05-23 23:08:30,BRANCH,,Los Angeles,CA,PENDING,False,2.46,2025-07-25 23:08:30
TXN_00000148,ACC_637152602,FEE,-10.42,2025-06-10,2025-06-10 23:08:30,ATM,,Houston,NY,PENDING,True,1.61,2025-07-25 23:08:30
TXN_00000149,ACC_183604337,TRANSFER,303.04,2025-05-13,2025-05-13 23:08:30,BRANCH,,Houston,IL,COMPLETED,False,0.07,2025-07-25 23:08:30
TXN_00000150,ACC_448717183,WITHDRAWAL,-107.35,2025-05-07,2025-05-07 23:08:30,BRANCH,McDonald's,New York,TX,COMPLETED,False,1.52,2025-07-25 23:08:30
TXN_00000151,ACC_529979713,FEE,-46.26,2025-06-16,2025-06-16 23:08:30,MOBILE,,Los Angeles,IL,COMPLETED,True,1.79,2025-07-25 23:08:30
TXN_00000152,ACC_222435172,FEE,-25.78,2025-06-11,2025-06-11 23:08:30,MOBILE,,Los Angeles,CA,COMPLETED,False,0.9,2025-07-25 23:08:30
TXN_00000153,ACC_286293158,FEE,-42.74,2025-05-03,2025-05-03 23:08:30,ATM,,Los Angeles,TX,PENDING,False,2.66,2025-07-25 23:08:30
TXN_00000154,ACC_582008349,INTEREST,92.45,2025-05-14,2025-05-14 23:08:30,PHONE,,Chicago,IL,COMPLETED,False,0.24,2025-07-25 23:08:30
TXN_00000155,ACC_574817290,INTEREST,30.63,2025-06-20,2025-06-20 23:08:30,PHONE,,New York,IL,FAILED,True,1.09,2025-07-25 23:08:30
TXN_00000156,ACC_585238820,DEPOSIT,378.76,2025-06-19,2025-06-19 23:08:30,ATM,,New York,AZ,FAILED,False,0.0,2025-07-25 23:08:30
