customer_id,first_name,last_name,full_name,account_number,account_type,balance,account_open_date,last_transaction_date,address,city,state,zip_code,risk_score,account_status,monthly_income,created_timestamp
CUST_000019,Lisa,Gonzalez,Lisa Gonzalez,ACC_228727266,LOAN,-75624.68,2018-10-25,2025-07-24 23:08:30,1443 Elm Blvd,Dallas,TX,97782,621,ACTIVE,4570.54,2025-07-25 23:08:30
CUST_000020,Jennifer,Anderson,Jennifer Anderson,ACC_439492674,CHECKING,564.84,2018-07-08,2025-07-07 23:08:30,1738 Main Ave,Denver,AZ,27361,657,ACTIVE,7434.33,2025-07-25 23:08:30
CUST_000021,Emily,Anderson,Emily Anderson,ACC_995226828,LOAN,-30349.55,2018-08-16,2025-06-30 23:08:30,8766 Main Blvd,Houston,IL,44664,418,ACTIVE,4865.37,2025-07-25 23:08:30
CUST_000022,Jennifer,Martin,Jennifer Martin,ACC_326161867,CREDIT,-7964.03,2018-05-16,2025-06-28 23:08:30,4425 First Dr,Dallas,NY,22097,733,ACTIVE,,2025-07-25 23:08:30
CUST_000023,James,Jones,James Jones,ACC_784095277,CREDIT,-8384.18,2020-07-12,2025-07-08 23:08:30,7107 First St,Houston,CA,29536,336,ACTIVE,4777.13,2025-07-25 23:08:30
CUST_000024,David,Johnson,David Johnson,ACC_430989881,CREDIT,-1010.19,2016-07-22,2025-06-28 23:08:30,753 Pine Ave,San Diego,NC,23473,662,DORMANT,7876.53,2025-07-25 23:08:30
CUST_000025,Barbara,Jones,Barbara Jones,ACC_354194771,SAVINGS,97632.5,2016-05-23,2025-07-20 23:08:30,6855 Main Ave,Austin,FL,97806,554,ACTIVE,11415.34,2025-07-25 23:08:30
CUST_000026,Christopher,Johnson,Christopher Johnson,ACC_605399561,SAVINGS,20357.5,2020-04-27,2025-07-14 23:08:30,5100 Oak Ave,New York,NC,35313,708,ACTIVE,3833.05,2025-07-25 23:08:30
CUST_000027,William,Lopez,William Lopez,ACC_788785773,LOAN,-60431.84,2016-01-09,2025-07-08 23:08:30,5525 Main St,Dallas,IL,86099,571,ACTIVE,8214.77,2025-07-25 23:08:30
CUST_000028,James,Wilson,James Wilson,ACC_750911797,LOAN,-88551.07,2019-01-07,2025-07-19 23:08:30,4273 Main Dr,New York,CO,80575,501,ACTIVE,14386.49,2025-07-25 23:08:30
CUST_000029,James,Martin,James Martin,ACC_437064353,CHECKING,36015.74,2022-02-11,2025-07-09 23:08:30,5167 Second Dr,Austin,FL,48752,430,ACTIVE,14284.36,2025-07-25 23:08:30
CUST_000030,Emily,Martin,Emily Martin,ACC_711072118,CREDIT,-5939.25,2016-02-19,2025-07-25 23:08:30,5078 Pine Ave,Columbus,MA,89516,629,ACTIVE,11107.53,2025-07-25 23:08:30
CUST_000031,Matthew,Thomas,Matthew Thomas,ACC_952266893,SAVINGS,66055.65,2022-04-20,2025-07-09 23:08:30,5591 Main Ave,San Jose,TX,36100,450,ACTIVE,,2025-07-25 23:08:30
CUST_000032,Linda,Martin,Linda Martin,ACC_925159146,CHECKING,22825.27,2018-06-03,2025-07-07 23:08:30,3285 Second Dr,Seattle,FL,41979,451,CLOSED,13711.92,2025-07-25 23:08:30
CUST_000033,Sarah,Wilson,Sarah Wilson,ACC_334978881,SAVINGS,80508.93,2017-09-05,2025-07-09 23:08:30,7711 Main Ave,Houston,WA,27477,775,CLOSED,9707.1,2025-07-25 23:08:30
CUST_000034,James,Anderson,James Anderson,ACC_757830420,LOAN,-57752.67,2019-05-04,2025-07-11 23:08:30,2707 Second Dr,Charlotte,AZ,42406,583,DORMANT,5870.95,2025-07-25 23:08:30
CUST_000035,Daniel,Williams,Daniel Williams,ACC_866162966,CREDIT,-7655.06,2021-09-19,2025-07-15 23:08:30,8949 Main Ave,Phoenix,TX,60205,456,CLOSED,7978.41,2025-07-25 23:08:30
CUST_000036,James,Moore,James Moore,ACC_600282414,INVESTMENT,32070.59,2016-02-22,2025-07-12 23:08:30,6481 First St,Fort Worth,WA,10772,660,ACTIVE,13241.38,2025-07-25 23:08:30
CUST_000037,Patricia,Moore,Patricia Moore,ACC_902638839,LOAN,-20813.05,2023-01-04,2025-07-10 23:08:30,3695 Pine Dr,Seattle,NY,60968,644,CLOSED,7851.8,2025-07-25 23:08:30
CUST_000038,Emily,Anderson,Emily Anderson,ACC_237039296,LOAN,-47121.76,2021-01-24,2025-07-07 23:08:30,9346 Second St,Chicago,NC,66179,438,ACTIVE,6121.88,2025-07-25 23:08:30
CUST_000039,James,Miller,James Miller,ACC_588229686,CREDIT,-6624.99,2015-08-14,2025-07-13 23:08:30,4658 Elm Blvd,Chicago,WA,12540,353,ACTIVE,3823.42,2025-07-25 23:08:30
CUST_000040,Jane,Smith,Jane Smith,ACC_365518424,SAVINGS,84003.27,2018-07-08,2025-07-21 23:08:30,4008 Oak Dr,Houston,MA,38569,776,CLOSED,7426.74,2025-07-25 23:08:30
CUST_000041,Barbara,Martin,Barbara Martin,ACC_903079055,CHECKING,38911.82,2023-08-25,2025-06-25 23:08:30,5196 Main St,San Jose,MA,98781,684,ACTIVE,5379.96,2025-07-25 23:08:30
CUST_000042,Anthony,Davis,Anthony Davis,ACC_209415691,CREDIT,-1497.07,2018-10-01,2025-06-30 23:08:30,2083 First St,Jacksonville,CO,66148,679,ACTIVE,7094.77,2025-07-25 23:08:30
CUST_000043,Patricia,Thomas,Patricia Thomas,ACC_213321496,INVESTMENT,480433.0,2018-05-10,2025-06-27 23:08:30,7632 Second Ave,Columbus,IL,78386,576,DORMANT,9458.07,2025-07-25 23:08:30
CUST_000044,Linda,Anderson,Linda Anderson,ACC_567694547,LOAN,-73428.84,2015-12-07,2025-07-18 23:08:30,1519 Pine Dr,San Diego,WA,84691,688,ACTIVE,,2025-07-25 23:08:30
CUST_000045,James,Garcia,James Garcia,ACC_623502759,SAVINGS,35805.08,2022-08-02,2025-07-15 23:08:30,4681 First Blvd,Boston,NY,77715,495,ACTIVE,7877.14,2025-07-25 23:08:30
CUST_000046,Elizabeth,Davis,Elizabeth Davis,ACC_841536135,INVESTMENT,323305.55,2019-12-24,2025-07-11 23:08:30,382 Main Blvd,San Diego,FL,41890,613,CLOSED,8679.13,2025-07-25 23:08:30
CUST_000047,Matthew,Lopez,Matthew Lopez,ACC_556881239,LOAN,-67251.66,2017-08-08,2025-07-11 23:08:30,4538 Pine Blvd,San Diego,CA,35242,623,ACTIVE,14410.53,2025-07-25 23:08:30
CUST_000048,Emily,Miller,Emily Miller,ACC_332341238,INVESTMENT,138973.31,2018-11-15,2025-07-01 23:08:30,8695 First Blvd,Houston,TX,48829,532,ACTIVE,3169.78,2025-07-25 23:08:30
CUST_000049,Elizabeth,Jones,Elizabeth Jones,ACC_394539550,CHECKING,48717.32,2019-04-12,2025-07-16 23:08:30,2168 Second Dr,Houston,NY,85243,591,ACTIVE,7088.47,2025-07-25 23:08:30
CUST_000050,Jane,Rodriguez,Jane Rodriguez,ACC_612957813,CHECKING,41123.57,2020-12-27,2025-07-10 23:08:30,1313 First St,Phoenix,IL,83772,611,ACTIVE,4421.42,2025-07-25 23:08:30
CUST_000051,Patricia,Martin,Patricia Martin,ACC_740086326,LOAN,-77656.97,2019-08-16,2025-07-13 23:08:30,7481 Elm Blvd,Columbus,AZ,84531,361,DORMANT,4190.8,2025-07-25 23:08:30
CUST_000052,Robert,Miller,Robert Miller,ACC_384161612,CHECKING,7937.15,2023-07-15,2025-07-08 23:08:30,1329 Oak St,Columbus,WA,87832,781,ACTIVE,,2025-07-25 23:08:30
CUST_000053,Jennifer,Martinez,Jennifer Martinez,ACC_854827139,INVESTMENT,36518.7,2022-11-12,2025-06-26 23:08:30,4434 Second Ave,Columbus,CA,81376,530,CLOSED,6187.59,2025-07-25 23:08:30
CUST_000054,David,Williams,David Williams,ACC_164035859,SAVINGS,79366.54,2018-10-23,2025-07-02 23:08:30,9425 Pine Dr,Houston,WA,49857,712,ACTIVE,8925.54,2025-07-25 23:08:30
CUST_000055,Michael,Martin,Michael Martin,ACC_142800191,INVESTMENT,367532.43,2018-09-18,2025-07-17 23:08:30,523 Main Ave,New York,NC,45325,341,ACTIVE,10818.11,2025-07-25 23:08:30
CUST_000056,William,Garcia,William Garcia,ACC_728492896,INVESTMENT,317757.58,2019-12-20,2025-07-23 23:08:30,7800 Pine Dr,Austin,PA,97835,407,ACTIVE,11324.08,2025-07-25 23:08:30
CUST_000057,Jennifer,Gonzalez,Jennifer Gonzalez,ACC_973559879,LOAN,-96366.98,2024-06-30,2025-07-15 23:08:30,4235 Pine St,Fort Worth,CO,10150,773,ACTIVE,,2025-07-25 23:08:30
CUST_000058,Matthew,Lopez,Matthew Lopez,ACC_768548027,INVESTMENT,313078.96,2016-12-17,2025-07-24 23:08:30,3435 Pine Ave,San Jose,WA,73532,424,ACTIVE,10306.46,2025-07-25 23:08:30
CUST_000059,Lisa,Garcia,Lisa Garcia,ACC_433665422,LOAN,-98646.23,2020-11-27,2025-07-23 23:08:30,3781 Main Dr,Houston,NC,30181,810,CLOSED,11464.94,2025-07-25 23:08:30
CUST_000060,Patricia,Thomas,Patricia Thomas,ACC_607042130,SAVINGS,45950.25,2023-11-11,2025-07-13 23:08:30,3222 First Ave,Chicago,AZ,64387,648,DORMANT,3030.78,2025-07-25 23:08:30
CUST_000061,Jennifer,Jackson,Jennifer Jackson,ACC_722687986,INVESTMENT,432765.04,2020-06-22,2025-07-08 23:08:30,8035 Pine Blvd,Boston,CO,59441,766,ACTIVE,14769.3,2025-07-25 23:08:30
CUST_000062,Lisa,Jackson,Lisa Jackson,ACC_511211819,SAVINGS,85673.29,2020-11-16,2025-07-24 23:08:30,5313 Second Dr,Fort Worth,FL,96991,455,ACTIVE,4514.96,2025-07-25 23:08:30
CUST_000063,Anthony,Hernandez,Anthony Hernandez,ACC_207765664,INVESTMENT,50756.14,2020-05-11,2025-07-25 23:08:30,2461 Elm Ave,Chicago,WA,44737,646,DORMANT,10798.04,2025-07-25 23:08:30
CUST_000064,James,Moore,James Moore,ACC_508031980,CREDIT,-3732.01,2016-12-19,2025-07-10 23:08:30,8964 Main St,San Diego,NC,99705,594,ACTIVE,8207.66,2025-07-25 23:08:30
CUST_000065,Sarah,Brown,Sarah Brown,ACC_576396216,SAVINGS,69553.12,2025-02-27,2025-07-24 23:08:30,5414 Main Blvd,Jacksonville,PA,66450,449,ACTIVE,9791.14,2025-07-25 23:08:30
CUST_000066,Emily,Garcia,Emily Garcia,ACC_287979290,CHECKING,30513.64,2021-03-12,2025-07-06 23:08:30,4045 Elm Ave,San Diego,WA,93611,560,ACTIVE,3112.77,2025-07-25 23:08:30
CUST_000067,Daniel,Martinez,Daniel Martinez,ACC_827579147,LOAN,-84360.41,2020-07-12,2025-06-25 23:08:30,5761 First Blvd,Columbus,OH,42780,767,ACTIVE,7616.32,2025-07-25 23:08:30
CUST_000068,Linda,Brown,Linda Brown,ACC_354697684,INVESTMENT,286389.42,2019-01-14,2025-07-16 23:08:30,4937 Main Dr,Dallas,NY,84177,350,DORMANT,12994.07,2025-07-25 23:08:30
CUST_000069,Jennifer,Davis,Jennifer Davis,ACC_751831074,CREDIT,-7809.95,2023-05-09,2025-07-06 23:08:30,4206 Second Ave,Houston,NC,94717,340,ACTIVE,3400.37,2025-07-25 23:08:30
CUST_000070,Mary,Jones,Mary Jones,ACC_196779973,CREDIT,-6732.81,2020-10-28,2025-07-20 23:08:30,3389 Oak Blvd,Denver,CO,45720,468,ACTIVE,14330.25,2025-07-25 23:08:30
CUST_000071,Jennifer,Hernandez,Jennifer Hernandez,ACC_963538119,CHECKING,23469.74,2024-08-21,2025-07-21 23:08:30,3796 Second Dr,Boston,PA,21836,704,ACTIVE,4483.06,2025-07-25 23:08:30
CUST_000072,Mary,Rodriguez,Mary Rodriguez,ACC_727666622,INVESTMENT,411386.23,2021-04-26,2025-07-22 23:08:30,3930 Elm St,Boston,PA,89964,526,CLOSED,,2025-07-25 23:08:30
CUST_000073,Daniel,Martinez,Daniel Martinez,ACC_797115550,INVESTMENT,59221.29,2024-12-22,2025-06-25 23:08:30,709 Pine Dr,Houston,CA,40775,850,ACTIVE,7452.14,2025-07-25 23:08:30
CUST_000074,Elizabeth,Wilson,Elizabeth Wilson,ACC_730651895,SAVINGS,88598.67,2018-02-20,2025-07-22 23:08:30,8117 First Dr,Dallas,NY,58566,522,ACTIVE,5833.35,2025-07-25 23:08:30
CUST_000075,Mary,Brown,Mary Brown,ACC_836243579,CREDIT,-4555.34,2018-04-02,2025-07-14 23:08:30,1092 Elm Blvd,San Antonio,CA,69600,393,CLOSED,10673.92,2025-07-25 23:08:30
CUST_000076,John,Johnson,John Johnson,ACC_944814262,CREDIT,-7564.31,2024-01-27,2025-06-30 23:08:30,9350 Oak St,Boston,TX,86858,521,ACTIVE,4770.65,2025-07-25 23:08:30
CUST_000077,Barbara,Smith,Barbara Smith,ACC_397721596,SAVINGS,98758.97,2019-06-05,2025-07-17 23:08:30,2958 Main St,Phoenix,NY,56955,543,DORMANT,5090.95,2025-07-25 23:08:30
CUST_000078,Jane,Jones,Jane Jones,ACC_896413702,INVESTMENT,263516.68,2017-02-13,2025-07-23 23:08:30,7902 Elm Blvd,Denver,MA,24293,762,DORMANT,10381.28,2025-07-25 23:08:30
CUST_000079,Matthew,Martinez,Matthew Martinez,ACC_591819409,CHECKING,3135.19,2020-02-11,2025-06-28 23:08:30,6680 Elm St,Seattle,OH,68138,375,ACTIVE,4780.01,2025-07-25 23:08:30
CUST_000080,David,Rodriguez,David Rodriguez,ACC_770355806,LOAN,-45712.71,2021-11-02,2025-07-13 23:08:30,9887 First Blvd,Charlotte,CO,89354,740,ACTIVE,4372.97,2025-07-25 23:08:30
CUST_000081,Elizabeth,Miller,Elizabeth Miller,ACC_561784080,INVESTMENT,444157.42,2020-11-04,2025-07-15 23:08:30,7530 Elm Dr,Houston,PA,65936,620,CLOSED,14443.11,2025-07-25 23:08:30
CUST_000082,Linda,Williams,Linda Williams,ACC_197951867,CHECKING,4752.18,2024-05-26,2025-07-02 23:08:30,6205 Oak St,Boston,CO,53207,425,ACTIVE,10984.09,2025-07-25 23:08:30
CUST_000083,Patricia,Johnson,Patricia Johnson,ACC_408839723,LOAN,-69067.56,2024-04-27,2025-07-07 23:08:30,8413 Oak Ave,Seattle,TX,24184,658,DORMANT,12151.27,2025-07-25 23:08:30
CUST_000084,Anthony,Davis,Anthony Davis,ACC_966747347,INVESTMENT,422732.43,2016-11-16,2025-06-29 23:08:30,9221 Main Blvd,New York,IL,45818,616,ACTIVE,5176.87,2025-07-25 23:08:30
CUST_000085,David,Jackson,David Jackson,ACC_805818425,INVESTMENT,35723.13,2017-03-04,2025-07-05 23:08:30,602 Main Ave,Fort Worth,FL,69460,649,ACTIVE,11659.15,2025-07-25 23:08:30
CUST_000086,Anthony,Martin,Anthony Martin,ACC_191221925,CHECKING,7863.44,2017-01-08,2025-07-06 23:08:30,915 Second St,Dallas,WA,96761,734,ACTIVE,7970.2,2025-07-25 23:08:30
CUST_000087,Robert,Taylor,Robert Taylor,ACC_222210617,CREDIT,-5700.86,2022-04-22,2025-07-04 23:08:30,9817 Elm Blvd,Los Angeles,TX,61807,356,ACTIVE,14343.89,2025-07-25 23:08:30
CUST_000088,David,Rodriguez,David Rodriguez,ACC_410791488,CREDIT,-8800.16,2019-11-27,2025-07-02 23:08:30,7155 Oak Ave,Fort Worth,CO,40161,812,DORMANT,12674.4,2025-07-25 23:08:30
CUST_000089,Michael,Gonzalez,Michael Gonzalez,ACC_896760809,CHECKING,21867.36,2020-04-29,2025-06-26 23:08:30,1375 Pine Dr,Fort Worth,OH,93904,727,ACTIVE,3250.28,2025-07-25 23:08:30
CUST_000090,James,Garcia,James Garcia,ACC_960413104,LOAN,-54450.41,2017-10-01,2025-06-26 23:08:30,6028 Main Dr,Houston,TX,67104,710,DORMANT,,2025-07-25 23:08:30
CUST_000091,Jennifer,Hernandez,Jennifer Hernandez,ACC_337911187,CREDIT,-2208.82,2024-08-17,2025-07-09 23:08:30,1968 First Ave,Jacksonville,PA,94599,451,ACTIVE,6071.62,2025-07-25 23:08:30
CUST_000092,Emily,Martin,Emily Martin,ACC_264142683,CHECKING,8939.59,2016-10-25,2025-07-05 23:08:30,8195 Elm Dr,Austin,NC,51436,454,ACTIVE,,2025-07-25 23:08:30
CUST_000093,Daniel,Martinez,Daniel Martinez,ACC_955052486,CREDIT,-4085.8,2021-07-15,2025-07-09 23:08:30,1315 Pine Dr,Charlotte,NY,17456,677,ACTIVE,,2025-07-25 23:08:30
CUST_000094,Michael,Martin,Michael Martin,ACC_737888347,LOAN,-61936.23,2018-12-22,2025-07-08 23:08:30,772 Elm Ave,Austin,MA,72341,813,ACTIVE,8406.28,2025-07-25 23:08:30
CUST_000095,James,Williams,James Williams,ACC_641755366,SAVINGS,4394.64,2017-07-19,2025-07-11 23:08:30,7299 First Ave,Jacksonville,PA,47079,696,ACTIVE,11146.77,2025-07-25 23:08:30
CUST_000096,Jane,Hernandez,Jane Hernandez,ACC_170772317,CREDIT,-9054.94,2017-11-16,2025-07-13 23:08:30,4755 Pine Ave,Austin,CA,86380,444,ACTIVE,10872.66,2025-07-25 23:08:30
CUST_000097,Christopher,Jones,Christopher Jones,ACC_738920648,CHECKING,15548.14,2021-04-05,2025-07-05 23:08:30,5481 Oak St,Columbus,CO,57425,318,ACTIVE,14414.03,2025-07-25 23:08:30
CUST_000098,James,Thomas,James Thomas,ACC_306164050,SAVINGS,99997.67,2023-09-30,2025-07-23 23:08:30,4946 Main St,Austin,MA,27176,685,ACTIVE,12976.14,2025-07-25 23:08:30
CUST_000099,Barbara,Garcia,Barbara Garcia,ACC_874364348,INVESTMENT,22802.52,2021-05-25,2025-07-04 23:08:30,3991 Elm Blvd,Charlotte,TX,79993,544,ACTIVE,12412.44,2025-07-25 23:08:30
CUST_000100,Robert,Lopez,Robert Lopez,ACC_828326405,LOAN,-2540.46,2020-04-21,2025-07-01 23:08:30,4716 Elm Dr,Philadelphia,TX,89254,441,ACTIVE,,2025-07-25 23:08:30
CUST_000101,Linda,Lopez,Linda Lopez,ACC_695433590,CHECKING,35598.91,2019-09-12,2025-06-28 23:08:30,2142 Pine St,Philadelphia,AZ,68893,825,ACTIVE,4100.56,2025-07-25 23:08:30
CUST_000102,Lisa,Anderson,Lisa Anderson,ACC_475364113,CHECKING,20803.36,2021-01-14,2025-07-09 23:08:30,6226 Oak Dr,Chicago,PA,39430,328,ACTIVE,13070.12,2025-07-25 23:08:30
CUST_000103,James,Jones,James Jones,ACC_247746438,CHECKING,14415.28,2016-03-06,2025-07-10 23:08:30,2373 Second Dr,Charlotte,MA,10688,381,ACTIVE,13019.56,2025-07-25 23:08:30
CUST_000104,Elizabeth,Martin,Elizabeth Martin,ACC_666690337,INVESTMENT,56482.24,2022-04-02,2025-07-18 23:08:30,5034 Main St,San Diego,FL,93748,768,ACTIVE,13861.76,2025-07-25 23:08:30
CUST_000105,Barbara,Moore,Barbara Moore,ACC_117647321,LOAN,-43070.3,2017-06-04,2025-07-21 23:08:30,4872 Elm St,Jacksonville,TX,84798,726,ACTIVE,4027.37,2025-07-25 23:08:30
CUST_000106,Mary,Williams,Mary Williams,ACC_664852025,LOAN,-49774.56,2019-10-16,2025-07-08 23:08:30,433 Elm Dr,Los Angeles,NC,60709,682,ACTIVE,7285.13,2025-07-25 23:08:30
CUST_000107,Michael,Lopez,Michael Lopez,ACC_358906986,CHECKING,38597.92,2017-03-28,2025-07-01 23:08:30,5547 Oak St,Jacksonville,CO,54374,479,CLOSED,11344.67,2025-07-25 23:08:30
CUST_000108,Emily,Jones,Emily Jones,ACC_167753684,INVESTMENT,19454.91,2023-03-23,2025-07-24 23:08:30,3368 Main Blvd,San Jose,CO,62196,784,ACTIVE,,2025-07-25 23:08:30
CUST_000109,Robert,Martinez,Robert Martinez,ACC_483298103,CHECKING,43303.33,2021-10-05,2025-07-17 23:08:30,2139 Pine Dr,Fort Worth,OH,67637,695,ACTIVE,8954.44,2025-07-25 23:08:30
CUST_000110,Linda,Lopez,Linda Lopez,ACC_956084565,LOAN,-73594.65,2024-07-22,2025-07-02 23:08:30,7055 Main Dr,Philadelphia,CO,48504,628,ACTIVE,,2025-07-25 23:08:30
CUST_000111,Jennifer,Martinez,Jennifer Martinez,ACC_578798403,LOAN,-28951.37,2023-08-13,2025-07-03 23:08:30,7372 Pine Dr,Los Angeles,OH,56210,745,ACTIVE,12497.73,2025-07-25 23:08:30
CUST_000112,Jane,Williams,Jane Williams,ACC_820678212,INVESTMENT,182292.25,2016-07-01,2025-07-02 23:08:30,2721 Main Ave,Charlotte,NY,26545,368,ACTIVE,7395.94,2025-07-25 23:08:30
CUST_000113,Christopher,Jackson,Christopher Jackson,ACC_134773472,LOAN,-84809.62,2020-06-09,2025-06-25 23:08:30,6177 Pine Dr,Chicago,MA,28047,842,ACTIVE,10794.73,2025-07-25 23:08:30
CUST_000114,Lisa,Brown,Lisa Brown,ACC_127824235,SAVINGS,50154.87,2021-02-21,2025-06-26 23:08:30,9302 Main Blvd,Dallas,OH,68493,519,DORMANT,13997.75,2025-07-25 23:08:30
CUST_000115,Linda,Miller,Linda Miller,ACC_231680929,SAVINGS,85356.22,2020-05-31,2025-07-20 23:08:30,7392 Main Blvd,Jacksonville,OH,18511,597,ACTIVE,11541.71,2025-07-25 23:08:30
CUST_000116,Emily,Lopez,Emily Lopez,ACC_646272321,SAVINGS,12575.56,2023-03-25,2025-06-30 23:08:30,2375 Oak Dr,New York,PA,82616,677,ACTIVE,9619.76,2025-07-25 23:08:30
CUST_000117,Barbara,Williams,Barbara Williams,ACC_170596494,CREDIT,-6018.4,2017-06-11,2025-07-02 23:08:30,7942 First Dr,Columbus,MA,19666,428,ACTIVE,8399.69,2025-07-25 23:08:30
CUST_000118,Matthew,Lopez,Matthew Lopez,ACC_237798236,LOAN,-36660.4,2023-06-11,2025-07-01 23:08:30,2214 Elm St,Houston,CO,30056,611,ACTIVE,14216.85,2025-07-25 23:08:30
CUST_000119,Lisa,Lopez,Lisa Lopez,ACC_657162259,CREDIT,-1540.66,2022-09-03,2025-07-19 23:08:30,9124 Pine Ave,San Jose,MA,79924,395,DORMANT,10101.7,2025-07-25 23:08:30
CUST_000120,Anthony,Jones,Anthony Jones,ACC_283825267,LOAN,-28657.36,2018-09-12,2025-07-15 23:08:30,9334 Main St,Chicago,NY,94076,571,CLOSED,9865.65,2025-07-25 23:08:30
CUST_000121,Barbara,Smith,Barbara Smith,ACC_634764290,LOAN,-71322.51,2022-02-04,2025-07-10 23:08:30,4112 Second Dr,San Jose,WA,19564,361,ACTIVE,8811.01,2025-07-25 23:08:30
CUST_000122,Robert,Hernandez,Robert Hernandez,ACC_751396498,SAVINGS,31601.96,2017-06-05,2025-07-15 23:08:30,5758 Elm Ave,Jacksonville,CO,83616,408,ACTIVE,4470.26,2025-07-25 23:08:30
CUST_000123,Daniel,Davis,Daniel Davis,ACC_251266214,CHECKING,2625.2,2021-03-05,2025-06-28 23:08:30,6950 Oak Ave,Austin,MA,50988,494,ACTIVE,9176.7,2025-07-25 23:08:30
CUST_000124,Linda,Martinez,Linda Martinez,ACC_634047267,CHECKING,4593.45,2021-01-27,2025-07-09 23:08:30,7591 Oak Ave,Jacksonville,NY,16624,588,ACTIVE,13114.2,2025-07-25 23:08:30
CUST_000125,Linda,Martinez,Linda Martinez,ACC_676267306,CHECKING,42373.9,2020-08-25,2025-07-21 23:08:30,4433 Second Blvd,Fort Worth,PA,15930,710,ACTIVE,5335.86,2025-07-25 23:08:30
